Age,Gender,Ethnicity,EmploymentLevel,WorkingHours,OrganisationalTenure,IndustryExperience,SelfEfficacy_1,SelfEfficacy_2,SelfEfficacy_3,SelfEfficacy_4,SelfEfficacy_5,SelfEfficacy_6,Optimism_1,Optimism_2,Optimism_3,Optimism_4,Optimism_5,Optimism_6,Optimism_7,Optimism_8,Hope_1,Hope_2,Hope_3,Hope_4,Hope_5,Hope_6,Hope_7,Hope_8,Resilience_1,Resilience_2,Resilience_3,Resilience_4,Resilience_5,Resilience_6,OccupationalStress_1,OccupationalStress_2,OccupationalStress_3,OccupationalStress_4,Burnout_1,Burnout_2,Burnout_3,Burnout_4,Burnout_5,Burnout_6,Burnout_7,Burnout_8,Burnout_9,Burnout_10
33,Woman,White,Entry-Level,8,Less than a year,Less than a year,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Never,Very often,Often,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Never
29,Man,Hispanic/Latino,Supervisor,48,"Three years or more, but less than five years","Five years or more, but less than ten years",Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Never,Sometimes,Rarely,Sometimes,Very often,Very often,Often,Often,Very often,Sometimes,Often,Sometimes,Never,Often
20,Woman,White,Entry-Level,30,"One year or more, but less than two years","One year or more, but less than two years",Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Rarely,Rarely,Often,Sometimes,Very often,Very often,Never,Very often,Never,Very often,Very often,Never,Very often,Very often
25,Man,Asian,Entry-Level,40,"One year or more, but less than two years","One year or more, but less than two years",Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Rarely,Sometimes,Often,Rarely,Often,Very often,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Often,Rarely
26,Woman,Mixed/Other,Mid-Level,35,"Three years or more, but less than five years",More than ten years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Often,Rarely,Rarely,Very often,Often,Sometimes,Never,Rarely,Never,Sometimes,Never,Very often,Sometimes
30,Woman,Hispanic/Latino,Entry-Level,16,"Three years or more, but less than five years","Three years or more, but less than five years",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Rarely,Often,Often,Rarely,Often,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
36,Man,Black,Mid-Level,38,"Five years or more, but less than ten years","Five years or more, but less than ten years",Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never
35,Woman,Hispanic/Latino,Mid-Level,40,"Five years or more, but less than ten years","Five years or more, but less than ten years",Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Never,Often,Often,Never,Often,Sometimes,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never
29,Man,Asian,Mid-Level,42,"Three years or more, but less than five years","Three years or more, but less than five years",Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Never,Very often,Often,Never,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Never
35,Woman,White,Mid-Level,25,"Five years or more, but less than ten years","Five years or more, but less than ten years",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Sometimes,Often,Sometimes,Rarely,Often,Sometimes,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Rarely,Sometimes
37,Man,Black,Service Director,46,More than ten years,More than ten years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Sometimes,Often,Sometimes,Rarely,Sometimes,Often,Never,Never,Never,Never,Rarely,Never,Sometimes,Rarely
61,Woman,White,Entry-Level,45,More than ten years,More than ten years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes
25,Man,Asian,Entry-Level,40,"One year or more, but less than two years","One year or more, but less than two years",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Rarely,Often,Rarely,Sometimes,Very often,Sometimes,Never,Never,Never,Sometimes,Often,Never,Sometimes,Rarely
25,Woman,Hispanic/Latino,Entry-Level,35,"Five years or more, but less than ten years","Five years or more, but less than ten years",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Never,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely
26,Woman,Hispanic/Latino,Entry-Level,6,"Five years or more, but less than ten years","Five years or more, but less than ten years",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Rarely,Very often,Often,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never
32,Woman,Asian,Supervisor,40,"Five years or more, but less than ten years","Five years or more, but less than ten years",Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Sometimes,Often,Very often,Rarely,Often,Often,Rarely,Never,Sometimes,Rarely,Often,Rarely,Rarely,Sometimes
36,Woman,White,Entry-Level,20,"One year or more, but less than two years","One year or more, but less than two years",Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Rarely,Often,Often,Rarely,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never
29,Woman,Mixed/Other,Supervisor,40,"One year or more, but less than two years","Five years or more, but less than ten years",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Rarely,Often,Often,Rarely,Often,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never
22,Man,Asian,Entry-Level,30,Less than a year,"One year or more, but less than two years",Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Often,Sometimes,Often,Sometimes,Very often,Rarely,Sometimes,Never,Rarely,Rarely,Very often,Rarely,Rarely,Sometimes
48,Non-binary,Asian,Service Director,60,More than ten years,More than ten years,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
25,Woman,Mixed/Other,Entry-Level,40,Less than a year,Less than a year,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Never,Very often,Very often,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Never,Never
32,Man,White,Supervisor,40,More than ten years,More than ten years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Sometimes,Sometimes,Rarely,Often,Often,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Often,Never
20,Woman,Black,Entry-Level,37,"One year or more, but less than two years","One year or more, but less than two years",Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Sometimes,Sometimes,Sometimes,Often,Very often,Very often,Rarely,Rarely,Never,Never,Rarely,Rarely,Never,Never
